#	0		A	h	b	s	t	r1	r1	d	Iy	Wy	Sy	iy	Iz	Wz	iz
1	10ДК0	12.2	15.6	91	100	4.2	5.5	12	4	56	236.51	51.98	29.18	38.94	92.06	18.41	24.29
2	10ДК1	16.7	21.24	96	100	5	8	12	5	56	349.23	72.8	41.51	40.55	133.81	26.76	25.1
3	10ДК2	20.4	26.04	100	100	6	10	12	10	56	449.55	89.9	52.11	41.55	167.27	33.45	25.35
4	10ДК3	41.8	53.24	120	106	12	20	12	4	56	1142.61	190.4	117.91	46.33	399.15	75.31	27.38
5	12ДК0	14.6	18.55	109	120	4.2	5.5	12	5.5	74	413.36	75.85	42.2	47.21	158.81	26.47	29.26
6	12ДК1	19.9	25.34	114	120	5	8	12	10.5	74	606.15	106.3	59.75	48.91	230.9	38.48	30.19
7	12ДК2	26.7	34.01	120	120	6.5	11	12	4.25	74	864.37	144.1	82.61	50.42	317.52	52.92	30.56
8	12ДК3	52.1	66.41	140	126	12.5	21	12	6	74	2017.57	288.2	175.31	55.12	702.78	111.55	32.53
9	14ДК0	18.1	23.02	128	140	4.3	6	12	11	92	719.45	112.41	61.89	55.9	274.83	39.26	34.55
10	14ДК1	24.7	31.42	133	140	5.5	8.5	12	3.3	92	1033.13	155.4	86.75	57.35	389.32	55.62	35.2
11	14ДК2	33.7	42.96	140	140	7	12	12	4.65	92	1509.23	215.6	122.71	59.27	549.67	78.52	35.77
12	14ДК3	62.9	80.12	160	145	13	22	12	5.8	92	3270.24	408.8	245.4	63.89	1121.06	154.63	37.41
13	15ДК1	22.5	28.61	152	152	5.8	6.6	7.6	4.5	123.6	1213.15	159.6	88.58	65.12	386.64	50.87	36.76
14	15ДК2	29.9	38.09	157	153	6.6	9.3	7.6	6.5	123.2	1722.51	219.4	122.56	67.25	555.61	72.63	38.19
15	15ДК3	37.3	47.47	162	154	8.1	11.6	7.6	11.5	123.6	2227.67	275	155.52	68.51	706.89	91.8	38.59
16	16ДК0	23.8	30.36	148	160	4.5	7	15	4.75	104	1282.88	173.36	95.21	65	478.73	59.84	39.71
17	16ДК1	30.4	38.77	152	160	6	9	15	7	104	1672.98	220.1	122.57	65.69	615.57	76.95	39.85
18	16ДК2	42.6	54.25	160	160	8	13	15	12	104	2492	311.5	176.98	67.77	889.23	111.15	40.49
19	16ДК3	76.2	97.05	180	166	14	23	15	5.5	104	5098.27	566.5	337.28	72.48	1758.77	211.9	42.57
20	18ДК0	28.7	36.53	167	180	5	7.5	15	6.3	122	1966.9	235.56	129.12	73.38	729.97	81.11	44.7
21	18ДК1	35.5	45.25	171	180	6	9.5	15	7.1	122	2510.29	293.6	162.43	74.48	924.61	102.73	45.2
22	18ДК2	51	64.95	180	180	8.3	14	15	8.7	122	3825.28	425	240.15	76.75	1362.76	151.42	45.81
23	18ДК3	88.9	113.25	200	186	14.5	24	15	10.3	122	7483.13	748.3	441.72	81.29	2580.13	277.43	47.73
24	20ДК1	46	58.59	203	203	7.2	11	10.2	11.85	160.6	4545.701	447.9	247.79	88.09	1534.57	151.19	51.18
25	20ДК2	52.3	66.58	206	204	7.9	12.6	10.2	7.1	160.4	5272.371	511.9	284.77	88.99	1783.95	174.9	51.76
26	20ДК3	59.4	75.64	210	205	9.1	14.2	10.2	7.8	161.2	6114	582.3	326.45	89.91	2040.5	199.07	51.94
27	20ДК4	71.5	91.06	216	206	10.2	17.4	10.2	8.65	160.8	7662.28	709.5	401.74	91.73	2537.25	246.33	52.78
28	20ДК5	86.8	110.51	222	209	13	20.6	10.2	9.8	160.4	9471.87	853.3	490.61	92.58	3138.43	300.33	53.29
29	20ДК6	99.5	126.77	229	210	14.5	23.7	10.2	9.2	161.2	11328.82	989.4	574.62	94.53	3663.55	348.91	53.76
30	25ДК1	72.9	92.84	253	254	8.6	14.2	12.7	9.4	199.2	11274.05	891.2	492.46	110.2	3880.25	305.53	64.65
31	25ДК2	80.1	102.08	256	255	9.4	15.6	12.7	9.5	199.4	12567.161	981.8	545.12	110.96	4313.58	338.32	65.01
32	25ДК3	89.6	114.08	260	256	10.7	17.3	12.7	9.6	200	14253.921	1096.5	612.99	111.78	4840.74	378.18	65.14
33	25ДК4	101.2	128.88	264	257	11.9	19.6	12.7	9.8	199.4	16369.031	1240.1	698.3	112.7	5549.34	431.86	65.62
34	25ДК5	115	146	269	259	13.5	22.1	10.7	10	203.4	18890.391	1404.49	797.58	113.8	6404.89	494.55	66.3
35	25ДК6	131	167	275	261	15.4	25.1	10.7	10	203.4	22101.48	1607.38	921.26	115.17	7445.671	570.55	66.85
36	25ДК7	149	190	282	263	17.3	28.4	10.7	10.2	203.8	25884.672	1835.79	1062.09	116.93	8621.571	655.63	67.48
37	25ДК8	167	212	289	265	19.2	31.8	10.7	10.3	204	29966.975	2073.84	1211.04	118.67	9877.85	745.5	68.13
